query1	181	3108	3289
query1	212	3165	3377
query1	207	3113	3320
query1	215	2935	3150
query1	165	3115	3280
query2	154	2949	3103
query2	169	3017	3186
query2	149	3068	3217
query1	189	3024	3213
query1	197	3089	3286
query1	197	3079	3276
query2	224	3072	3296
query2	164	3013	3177
query2	179	2980	3159
query1	262	5833	6095
query1	198	3003	3201
query1	172	3041	3213
query2	174	2983	3157
query2	213	2958	3171
query2	261	4170	4431
